name,seed,rank,geom
1W0G_MYT,run5_s42,0,0.9433241339270687
1W0G_MYT,run5_s42,1,0.8793715315056838
1W0G_MYT,run5_s42,2,1.0159623092692125
1W0G_MYT,run5_s42,3,0.8564160830778432
1W0G_MYT,run5_s42,4,0.8139189343390006
1W0G_MYT,run5_s43,0,0.839388701755988
1W0G_MYT,run5_s43,1,0.8116464864457531
1W0G_MYT,run5_s43,2,1.0016998341118624
1W0G_MYT,run5_s43,3,0.9071201304016183
1W0G_MYT,run5_s43,4,0.8598678761865869
1W0G_MYT,run5_s44,0,0.8407610850197514
1W0G_MYT,run5_s44,1,0.8521957393777333
1W0G_MYT,run5_s44,2,0.8816866378800379
1W0G_MYT,run5_s44,3,0.9044686006814873
1W0G_MYT,run5_s44,4,0.8265523061355414
1W0G_MYT,run5_s45,0,1.0435717704038505
1W0G_MYT,run5_s45,1,0.8830378707585608
1W0G_MYT,run5_s45,2,1.0233992155430318
1W0G_MYT,run5_s45,3,1.0970869990252312
1W0G_MYT,run5_s45,4,1.2490688601251863
2J0D_ERY,run5_s42,0,1.3458139240245561
2J0D_ERY,run5_s42,1,1.3371824262447871
2J0D_ERY,run5_s42,2,1.372826286270058
2J0D_ERY,run5_s42,3,1.3513012715979178
2J0D_ERY,run5_s42,4,1.303266700006614
2J0D_ERY,run5_s43,0,1.391123726244981
2J0D_ERY,run5_s43,1,1.3155305589580728
2J0D_ERY,run5_s43,2,1.3471919043270681
2J0D_ERY,run5_s43,3,1.4275092962212481
2J0D_ERY,run5_s43,4,1.2839570756351244
2J0D_ERY,run5_s44,0,1.350848415643979
2J0D_ERY,run5_s44,1,1.3096727927753602
2J0D_ERY,run5_s44,2,1.2805925940903347
2J0D_ERY,run5_s44,3,1.3112692518087663
2J0D_ERY,run5_s44,4,1.3685713566361803
2J0D_ERY,run5_s45,0,1.219142144825301
2J0D_ERY,run5_s45,1,1.2645021858200047
2J0D_ERY,run5_s45,2,1.4186712539527353
2J0D_ERY,run5_s45,3,1.2280948556539757
2J0D_ERY,run5_s45,4,1.3739027410041735
2V0M_KLN,run5_s42,0,0.7424407173015526
2V0M_KLN,run5_s42,1,0.7483930222215872
2V0M_KLN,run5_s42,2,0.6506561752667888
2V0M_KLN,run5_s42,3,0.7673025303332303
2V0M_KLN,run5_s42,4,0.6906260663193058
2V0M_KLN,run5_s43,0,0.7268184454968123
2V0M_KLN,run5_s43,1,0.6929394040824387
2V0M_KLN,run5_s43,2,0.8617766273837781
2V0M_KLN,run5_s43,3,0.6105472485632751
2V0M_KLN,run5_s43,4,0.6525255929771445
2V0M_KLN,run5_s44,0,0.7645074306840086
2V0M_KLN,run5_s44,1,0.6773915318909163
2V0M_KLN,run5_s44,2,0.6753063387043424
2V0M_KLN,run5_s44,3,0.7996508109033968
2V0M_KLN,run5_s44,4,0.6717721592096225
2V0M_KLN,run5_s45,0,1.3327449802579032
2V0M_KLN,run5_s45,1,0.7127017986363976
2V0M_KLN,run5_s45,2,0.7187837386413912
2V0M_KLN,run5_s45,3,0.6439049113476268
2V0M_KLN,run5_s45,4,0.7795441340318984
3NXU_RIT,run5_s42,0,0.668458523321163
3NXU_RIT,run5_s42,1,0.6954157894591425
3NXU_RIT,run5_s42,2,0.6868681968071296
3NXU_RIT,run5_s42,3,0.6639868275289696
3NXU_RIT,run5_s42,4,0.7228632126526243
3NXU_RIT,run5_s43,0,0.651672173128951
3NXU_RIT,run5_s43,1,0.6259512799496861
3NXU_RIT,run5_s43,2,0.5694924706283069
3NXU_RIT,run5_s43,3,0.6384450152644029
3NXU_RIT,run5_s43,4,0.6806733983695729
3NXU_RIT,run5_s44,0,0.7403453741411519
3NXU_RIT,run5_s44,1,0.7401430480033088
3NXU_RIT,run5_s44,2,0.6870555867335114
3NXU_RIT,run5_s44,3,0.7246773625570622
3NXU_RIT,run5_s44,4,0.7488528876690935
3NXU_RIT,run5_s45,0,0.6022771555143273
3NXU_RIT,run5_s45,1,0.6983064094948432
3NXU_RIT,run5_s45,2,0.6255340105796003
3NXU_RIT,run5_s45,3,0.6782169106658473
3NXU_RIT,run5_s45,4,0.7185389101271387
3TJS_D0R,run5_s42,0,1.2952188542091116
3TJS_D0R,run5_s42,1,1.3790783211396342
3TJS_D0R,run5_s42,2,1.763052238645157
3TJS_D0R,run5_s42,3,1.4636683726462227
3TJS_D0R,run5_s42,4,1.2299766723034407
3TJS_D0R,run5_s43,0,1.2731211890264977
3TJS_D0R,run5_s43,1,1.349469532863899
3TJS_D0R,run5_s43,2,1.390516756875679
3TJS_D0R,run5_s43,3,1.2830713216626115
3TJS_D0R,run5_s43,4,1.1943891388739798
3TJS_D0R,run5_s44,0,1.38370784932779
3TJS_D0R,run5_s44,1,1.3448184121639648
3TJS_D0R,run5_s44,2,1.3597261914971057
3TJS_D0R,run5_s44,3,1.2815027745133238
3TJS_D0R,run5_s44,4,1.285430739133174
3TJS_D0R,run5_s45,0,1.324551820104886
3TJS_D0R,run5_s45,1,1.337031734242598
3TJS_D0R,run5_s45,2,1.4657869488212358
3TJS_D0R,run5_s45,3,1.3801357602818558
3TJS_D0R,run5_s45,4,1.1976286435261423
3UA1_08Y,run5_s42,0,0.8183492832650945
3UA1_08Y,run5_s42,1,0.9569453225393311
3UA1_08Y,run5_s42,2,0.860623120787807
3UA1_08Y,run5_s42,3,0.8476190670226978
3UA1_08Y,run5_s42,4,0.9400879037855174
3UA1_08Y,run5_s43,0,0.857429526972148
3UA1_08Y,run5_s43,1,0.9946981377117786
3UA1_08Y,run5_s43,2,0.8715661645106872
3UA1_08Y,run5_s43,3,0.8505398718530066
3UA1_08Y,run5_s43,4,1.0810860327740206
3UA1_08Y,run5_s44,0,0.7986023291929678
3UA1_08Y,run5_s44,1,0.8792936827101244
3UA1_08Y,run5_s44,2,0.7722517621884858
3UA1_08Y,run5_s44,3,1.0845520463362603
3UA1_08Y,run5_s44,4,0.7849694415331685
3UA1_08Y,run5_s45,0,0.8274169585493404
3UA1_08Y,run5_s45,1,0.8918680374568496
3UA1_08Y,run5_s45,2,0.8773666699153969
3UA1_08Y,run5_s45,3,0.9035949235119155
3UA1_08Y,run5_s45,4,0.8367381046393266
4D6Z_PK9,run5_s42,0,1.1866080544947397
4D6Z_PK9,run5_s42,1,1.1632697744523302
4D6Z_PK9,run5_s42,2,1.3513559755624336
4D6Z_PK9,run5_s42,3,1.1413393191420653
4D6Z_PK9,run5_s42,4,1.1080393843913388
4D6Z_PK9,run5_s43,0,0.9745149548939043
4D6Z_PK9,run5_s43,1,1.2572919436562722
4D6Z_PK9,run5_s43,2,1.1630280877910946
4D6Z_PK9,run5_s43,3,1.2111882683479567
4D6Z_PK9,run5_s43,4,1.612915676952855
4D6Z_PK9,run5_s44,0,1.1077277185395003
4D6Z_PK9,run5_s44,1,0.9705971672665427
4D6Z_PK9,run5_s44,2,1.3741903541749012
4D6Z_PK9,run5_s44,3,1.0221598579132174
4D6Z_PK9,run5_s44,4,1.0248388069082446
4D6Z_PK9,run5_s45,0,1.1050586372515698
4D6Z_PK9,run5_s45,1,0.9729278234839547
4D6Z_PK9,run5_s45,2,1.615090906917182
4D6Z_PK9,run5_s45,3,1.113544844059791
4D6Z_PK9,run5_s45,4,1.1734112103927228
4D78_J9K,run5_s42,0,0.7644681242822606
4D78_J9K,run5_s42,1,0.7923868492015348
4D78_J9K,run5_s42,2,0.7908598847809788
4D78_J9K,run5_s42,3,0.8902602641940057
4D78_J9K,run5_s42,4,1.232428911189747
4D78_J9K,run5_s43,0,0.7566766350141183
4D78_J9K,run5_s43,1,0.8171461851524571
4D78_J9K,run5_s43,2,0.7672583677391207
4D78_J9K,run5_s43,3,0.9332499173060814
4D78_J9K,run5_s43,4,0.8014210036222383
4D78_J9K,run5_s44,0,0.8571434386133812
4D78_J9K,run5_s44,1,1.0109981673749293
4D78_J9K,run5_s44,2,0.8395922142778756
4D78_J9K,run5_s44,3,0.9342741845632618
4D78_J9K,run5_s44,4,0.8252996647444317
4D78_J9K,run5_s45,0,0.7696970480382277
4D78_J9K,run5_s45,1,1.279825005784931
4D78_J9K,run5_s45,2,0.7706161863611648
4D78_J9K,run5_s45,3,0.7370985467048599
4D78_J9K,run5_s45,4,0.8108976349756756
4D7D_PKT,run5_s42,0,1.025579836240235
4D7D_PKT,run5_s42,1,1.162296597198251
4D7D_PKT,run5_s42,2,1.653222431443056
4D7D_PKT,run5_s42,3,1.327664221335865
4D7D_PKT,run5_s42,4,1.0518980172263763
4D7D_PKT,run5_s43,0,1.026301541110782
4D7D_PKT,run5_s43,1,1.0879043565773903
4D7D_PKT,run5_s43,2,1.1729048467373393
4D7D_PKT,run5_s43,3,1.2987664923581186
4D7D_PKT,run5_s43,4,1.0582121677216996
4D7D_PKT,run5_s44,0,1.0443873347400634
4D7D_PKT,run5_s44,1,1.0318489333248966
4D7D_PKT,run5_s44,2,1.138343011339589
4D7D_PKT,run5_s44,3,1.601437113754046
4D7D_PKT,run5_s44,4,1.1775571611307267
4D7D_PKT,run5_s45,0,1.0703859541661396
4D7D_PKT,run5_s45,1,1.0732907460697803
4D7D_PKT,run5_s45,2,1.0346933612116969
4D7D_PKT,run5_s45,3,1.6318987583249454
4D7D_PKT,run5_s45,4,1.0103948396552118
4I4G_Z8Z,run5_s42,0,0.6142098691695038
4I4G_Z8Z,run5_s42,1,0.6741271608579553
4I4G_Z8Z,run5_s42,2,0.7580384027106973
4I4G_Z8Z,run5_s42,3,0.7407574946803699
4I4G_Z8Z,run5_s42,4,0.8219303942707802
4I4G_Z8Z,run5_s43,0,0.6713644271829878
4I4G_Z8Z,run5_s43,1,0.6547547232482035
4I4G_Z8Z,run5_s43,2,0.6856111186463977
4I4G_Z8Z,run5_s43,3,0.6548319131019935
4I4G_Z8Z,run5_s43,4,0.6407934169660905
4I4G_Z8Z,run5_s44,0,0.6002716795590299
4I4G_Z8Z,run5_s44,1,0.8455823715010456
4I4G_Z8Z,run5_s44,2,0.6360076756644812
4I4G_Z8Z,run5_s44,3,1.1086924519340973
4I4G_Z8Z,run5_s44,4,0.786463918924024
4I4G_Z8Z,run5_s45,0,0.5884602694309153
4I4G_Z8Z,run5_s45,1,0.6141610033009691
4I4G_Z8Z,run5_s45,2,0.6130208319370726
4I4G_Z8Z,run5_s45,3,0.9291300836326081
4I4G_Z8Z,run5_s45,4,0.7401314056422205
4I4H_Z9Z,run5_s42,0,0.5973729290988727
4I4H_Z9Z,run5_s42,1,0.6566043058628607
4I4H_Z9Z,run5_s42,2,0.6085252562403454
4I4H_Z9Z,run5_s42,3,0.6341657348455089
4I4H_Z9Z,run5_s42,4,0.6105091751834298
4I4H_Z9Z,run5_s43,0,0.616737953806842
4I4H_Z9Z,run5_s43,1,0.631087450160609
4I4H_Z9Z,run5_s43,2,0.6399359645883432
4I4H_Z9Z,run5_s43,3,0.6869395002100496
4I4H_Z9Z,run5_s43,4,0.6427285203250913
4I4H_Z9Z,run5_s44,0,0.6124329770980553
4I4H_Z9Z,run5_s44,1,0.834717892134589
